idpozo,idempresa,empresa,cuenca,provincia,formacion,tipo_de_recurso,n_meses,prod_pet_annual
145589,VST,VISTA ENERGY ARGENTINA SAU,NEUQUINA,Neuquén,tordillo,CONVENCIONAL,12,0.0
145594,CHE,CHEVRON ARGENTINA S.R.L.,NEUQUINA,Neuquén,agrio,CONVENCIONAL,10,459.85
145596,CG1,CGC ENERGIA SAU,GOLFO SAN JORGE,Santa Cruz,cañadon seco,CONVENCIONAL,12,278.543193
145597,CG1,CGC ENERGIA SAU,GOLFO SAN JORGE,Santa Cruz,cañadon seco,CONVENCIONAL,12,0.0
145598,CG1,CGC ENERGIA SAU,GOLFO SAN JORGE,Santa Cruz,bajo barreal,CONVENCIONAL,11,655.60771
145599,CG1,CGC ENERGIA SAU,GOLFO SAN JORGE,Santa Cruz,cañadon seco,CONVENCIONAL,12,391.58131000000003
145600,CG1,CGC ENERGIA SAU,GOLFO SAN JORGE,Santa Cruz,cañadon seco,CONVENCIONAL,12,435.9783
145601,CG1,CGC ENERGIA SAU,GOLFO SAN JORGE,Santa Cruz,bajo barreal,CONVENCIONAL,12,381.82609
145602,CG1,CGC ENERGIA SAU,GOLFO SAN JORGE,Santa Cruz,bajo barreal,CONVENCIONAL,11,249.87326000000002
145603,Z001,PETROLERA DEL COMAHUE S.A.,NEUQUINA,Rio Negro,punta rosada,CONVENCIONAL,10,0.0
145604,Z001,PETROLERA DEL COMAHUE S.A.,NEUQUINA,Rio Negro,punta rosada,CONVENCIONAL,10,0.0
145605,PCR,PETROQUIMICA COMODORO RIVADAVIA S.A.,NEUQUINA,La Pampa,choiyoi,CONVENCIONAL,12,125.75071
145606,PCR,PETROQUIMICA COMODORO RIVADAVIA S.A.,NEUQUINA,La Pampa,choiyoi,CONVENCIONAL,12,222.959167
145607,PCR,PETROQUIMICA COMODORO RIVADAVIA S.A.,NEUQUINA,La Pampa,quintuco,CONVENCIONAL,12,22.874117
145609,PCR,PETROQUIMICA COMODORO RIVADAVIA S.A.,NEUQUINA,La Pampa,choiyoi,CONVENCIONAL,12,136.701836
145610,PCR,PETROQUIMICA COMODORO RIVADAVIA S.A.,NEUQUINA,La Pampa,quintuco,CONVENCIONAL,12,111.637885
145611,PCR,PETROQUIMICA COMODORO RIVADAVIA S.A.,NEUQUINA,La Pampa,sierras blancas,CONVENCIONAL,12,0.0
145616,Z001,PETROLERA DEL COMAHUE S.A.,NEUQUINA,Rio Negro,formación improductiva,CONVENCIONAL,10,0.0
145628,TPT,TECPETROL S.A.,NEUQUINA,Neuquén,lotena,CONVENCIONAL,8,386.03819
145631,ANAR,CROWN POINT ENERGIA S.A.,GOLFO SAN JORGE,Santa Cruz,cañadon seco,CONVENCIONAL,12,1255.96501
145632,ANAR,CROWN POINT ENERGIA S.A.,GOLFO SAN JORGE,Santa Cruz,cañadon seco,CONVENCIONAL,11,477.04654999999997
145634,PAL,PAN AMERICAN ENERGY SL,GOLFO SAN JORGE,Chubut,comodoro rivadavia,CONVENCIONAL,12,1951.2493
145635,PAL,PAN AMERICAN ENERGY SL,GOLFO SAN JORGE,Chubut,comodoro rivadavia,CONVENCIONAL,12,202.48955
145638,PAL,PAN AMERICAN ENERGY SL,GOLFO SAN JORGE,Chubut,comodoro rivadavia,CONVENCIONAL,12,957.78679
145639,PAL,PAN AMERICAN ENERGY SL,GOLFO SAN JORGE,Santa Cruz,bajo barreal,CONVENCIONAL,12,474.70281
145641,PAL,PAN AMERICAN ENERGY SL,GOLFO SAN JORGE,Chubut,comodoro rivadavia,CONVENCIONAL,11,475.64416
145643,PAL,PAN AMERICAN ENERGY SL,GOLFO SAN JORGE,Chubut,comodoro rivadavia,CONVENCIONAL,6,141.68277
145645,PAL,PAN AMERICAN ENERGY SL,GOLFO SAN JORGE,Chubut,comodoro rivadavia,CONVENCIONAL,12,623.34806
145646,PAL,PAN AMERICAN ENERGY SL,GOLFO SAN JORGE,Chubut,comodoro rivadavia,CONVENCIONAL,11,702.59368
145647,PCR,PETROQUIMICA COMODORO RIVADAVIA S.A.,NEUQUINA,La Pampa,quintuco,CONVENCIONAL,12,654.03229
145648,PCR,PETROQUIMICA COMODORO RIVADAVIA S.A.,NEUQUINA,La Pampa,choiyoi,CONVENCIONAL,12,0.0
145649,PCR,PETROQUIMICA COMODORO RIVADAVIA S.A.,NEUQUINA,La Pampa,quintuco,CONVENCIONAL,12,238.48827699999998
145650,PCR,PETROQUIMICA COMODORO RIVADAVIA S.A.,NEUQUINA,La Pampa,choiyoi,CONVENCIONAL,12,0.0
145651,PCR,PETROQUIMICA COMODORO RIVADAVIA S.A.,NEUQUINA,La Pampa,quintuco,CONVENCIONAL,12,166.29304
145652,PCR,PETROQUIMICA COMODORO RIVADAVIA S.A.,NEUQUINA,La Pampa,choiyoi,CONVENCIONAL,12,0.0
145653,PCR,PETROQUIMICA COMODORO RIVADAVIA S.A.,NEUQUINA,La Pampa,quintuco,CONVENCIONAL,12,409.16846999999996
145654,PCR,PETROQUIMICA COMODORO RIVADAVIA S.A.,NEUQUINA,La Pampa,choiyoi,CONVENCIONAL,12,0.0
145657,2015,EDHIPSA,NEUQUINA,Rio Negro,loma montosa,CONVENCIONAL,4,40.46558
145657,PPSA,PRESIDENT PETROLEUM S.A.,NEUQUINA,Rio Negro,loma montosa,CONVENCIONAL,7,134.48963208
145658,2015,EDHIPSA,NEUQUINA,Rio Negro,punta rosada,CONVENCIONAL,4,58.19797
145658,PPSA,PRESIDENT PETROLEUM S.A.,NEUQUINA,Rio Negro,punta rosada,CONVENCIONAL,7,193.42426875
145660,PSE,PECOM SERVICIOS ENERGIA SAU,GOLFO SAN JORGE,Chubut,grupo chubut,CONVENCIONAL,7,237.63151
145662,PSE,PECOM SERVICIOS ENERGIA SAU,GOLFO SAN JORGE,Chubut,grupo chubut,CONVENCIONAL,12,316.74728
145664,YPF,YPF S.A.,GOLFO SAN JORGE,Chubut,grupo chubut,CONVENCIONAL,12,337.75
145667,YPF,YPF S.A.,GOLFO SAN JORGE,Chubut,grupo chubut,CONVENCIONAL,5,1290.67
145668,YPF,YPF S.A.,GOLFO SAN JORGE,Chubut,grupo chubut,CONVENCIONAL,9,1419.36
145669,QUIN,QUINTANA E&P ARGENTINA S.R.L.,GOLFO SAN JORGE,Santa Cruz,cañadon seco,CONVENCIONAL,1,14.7719445277651
145669,YPF,YPF S.A.,GOLFO SAN JORGE,Santa Cruz,cañadon seco,CONVENCIONAL,9,152.66
145670,YPF,YPF S.A.,GOLFO SAN JORGE,Santa Cruz,cañadon seco,CONVENCIONAL,6,236.95
145671,CLP,Clear Petroleum S.A.,GOLFO SAN JORGE,Santa Cruz,bajo barreal,CONVENCIONAL,1,0.0
145671,YPF,YPF S.A.,GOLFO SAN JORGE,Santa Cruz,bajo barreal,CONVENCIONAL,3,118.85000000000001
145672,CLP,Clear Petroleum S.A.,GOLFO SAN JORGE,Santa Cruz,bajo barreal,CONVENCIONAL,1,1.021864
145672,YPF,YPF S.A.,GOLFO SAN JORGE,Santa Cruz,bajo barreal,CONVENCIONAL,11,26.34
145673,CLP,Clear Petroleum S.A.,GOLFO SAN JORGE,Santa Cruz,bajo barreal,CONVENCIONAL,1,38.51345
145673,YPF,YPF S.A.,GOLFO SAN JORGE,Santa Cruz,bajo barreal,CONVENCIONAL,11,406.09000000000003
145674,BRE,BREST S.A. DE SERVICIOS PETROLEROS,GOLFO SAN JORGE,Santa Cruz,cañadon seco,CONVENCIONAL,1,2.59
145674,YPF,YPF S.A.,GOLFO SAN JORGE,Santa Cruz,cañadon seco,CONVENCIONAL,11,10.24
145675,BRE,BREST S.A. DE SERVICIOS PETROLEROS,GOLFO SAN JORGE,Santa Cruz,cañadon seco,CONVENCIONAL,1,99.07
145675,YPF,YPF S.A.,GOLFO SAN JORGE,Santa Cruz,cañadon seco,CONVENCIONAL,10,1028.93
145678,ROC,ROCH S.A.,GOLFO SAN JORGE,Santa Cruz,bajo barreal,CONVENCIONAL,1,41.50686
145678,YPF,YPF S.A.,GOLFO SAN JORGE,Santa Cruz,bajo barreal,CONVENCIONAL,11,529.52
145679,ROC,ROCH S.A.,GOLFO SAN JORGE,Santa Cruz,bajo barreal,CONVENCIONAL,1,34.66626
145679,YPF,YPF S.A.,GOLFO SAN JORGE,Santa Cruz,bajo barreal,CONVENCIONAL,11,609.18
145680,ROC,ROCH S.A.,GOLFO SAN JORGE,Santa Cruz,bajo barreal,CONVENCIONAL,1,40.65796
145680,YPF,YPF S.A.,GOLFO SAN JORGE,Santa Cruz,bajo barreal,CONVENCIONAL,11,530.58
145681,ROC,ROCH S.A.,GOLFO SAN JORGE,Santa Cruz,bajo barreal,CONVENCIONAL,1,27.0202
145681,YPF,YPF S.A.,GOLFO SAN JORGE,Santa Cruz,bajo barreal,CONVENCIONAL,11,297.27
145683,ROC,ROCH S.A.,GOLFO SAN JORGE,Santa Cruz,bajo barreal,CONVENCIONAL,1,14.88129
145683,YPF,YPF S.A.,GOLFO SAN JORGE,Santa Cruz,bajo barreal,CONVENCIONAL,8,152.14
145684,ROC,ROCH S.A.,GOLFO SAN JORGE,Santa Cruz,bajo barreal,CONVENCIONAL,1,36.61465
145684,YPF,YPF S.A.,GOLFO SAN JORGE,Santa Cruz,bajo barreal,CONVENCIONAL,11,449.27
145686,ROC,ROCH S.A.,GOLFO SAN JORGE,Santa Cruz,bajo barreal,CONVENCIONAL,1,15.06917
145686,YPF,YPF S.A.,GOLFO SAN JORGE,Santa Cruz,bajo barreal,CONVENCIONAL,11,145.9
145687,CLP,Clear Petroleum S.A.,GOLFO SAN JORGE,Santa Cruz,bajo barreal,CONVENCIONAL,1,36.49521
145687,YPF,YPF S.A.,GOLFO SAN JORGE,Santa Cruz,bajo barreal,CONVENCIONAL,11,143.44
145688,CLP,Clear Petroleum S.A.,GOLFO SAN JORGE,Santa Cruz,bajo barreal,CONVENCIONAL,1,48.11868
145688,YPF,YPF S.A.,GOLFO SAN JORGE,Santa Cruz,bajo barreal,CONVENCIONAL,11,224.07999999999998
145689,CLP,Clear Petroleum S.A.,GOLFO SAN JORGE,Santa Cruz,bajo barreal,CONVENCIONAL,1,41.99449
145689,YPF,YPF S.A.,GOLFO SAN JORGE,Santa Cruz,bajo barreal,CONVENCIONAL,11,189.64000000000001
145695,PSD,PETROLEOS SUDAMERICANOS S.A.,CUYANA,Mendoza,conglomerado rojo inferior,CONVENCIONAL,9,2206.4177
145695,YPF,YPF S.A.,CUYANA,Mendoza,conglomerado rojo inferior,CONVENCIONAL,3,341.33
145696,QUIN,QUINTANA E&P ARGENTINA S.R.L.,NEUQUINA,Mendoza,huitrín,CONVENCIONAL,6,498.01080247420157
145696,YPF,YPF S.A.,NEUQUINA,Mendoza,huitrín,CONVENCIONAL,6,441.77
145698,PSD,PETROLEOS SUDAMERICANOS S.A.,CUYANA,Mendoza,barrancas,CONVENCIONAL,9,0.0
145698,YPF,YPF S.A.,CUYANA,Mendoza,barrancas,CONVENCIONAL,3,0.0
145699,PSD,PETROLEOS SUDAMERICANOS S.A.,CUYANA,Mendoza,papagayo,CONVENCIONAL,9,775.41641
145699,YPF,YPF S.A.,CUYANA,Mendoza,papagayo,CONVENCIONAL,3,235.55
145700,PSD,PETROLEOS SUDAMERICANOS S.A.,CUYANA,Mendoza,papagayo,CONVENCIONAL,9,462.09448
145700,YPF,YPF S.A.,CUYANA,Mendoza,papagayo,CONVENCIONAL,3,158.63
145701,YPF,YPF S.A.,NEUQUINA,Mendoza,rayoso,CONVENCIONAL,12,1218.28
145702,YPF,YPF S.A.,NEUQUINA,Mendoza,rayoso,CONVENCIONAL,12,2815.19
145706,YPF,YPF S.A.,NEUQUINA,Mendoza,agrio,CONVENCIONAL,12,0.0
145710,YPF,YPF S.A.,NEUQUINA,Neuquén,quintuco,CONVENCIONAL,2,0.0
145713,YPF,YPF S.A.,NEUQUINA,Neuquén,vaca muerta,NO CONVENCIONAL,12,22.73
145714,YPF,YPF S.A.,NEUQUINA,Neuquén,vaca muerta,NO CONVENCIONAL,12,623.89
145715,YPF,YPF S.A.,NEUQUINA,Neuquén,vaca muerta,NO CONVENCIONAL,12,89.12
145716,YPF,YPF S.A.,NEUQUINA,Neuquén,vaca muerta,NO CONVENCIONAL,12,49.22
145717,YPF,YPF S.A.,NEUQUINA,Neuquén,vaca muerta,NO CONVENCIONAL,9,69.68
145718,YPF,YPF S.A.,NEUQUINA,Neuquén,vaca muerta,NO CONVENCIONAL,12,272.46
145719,YPF,YPF S.A.,NEUQUINA,Neuquén,vaca muerta,NO CONVENCIONAL,12,323.2
145720,YPF,YPF S.A.,NEUQUINA,Neuquén,vaca muerta,NO CONVENCIONAL,12,115.28
145721,YPF,YPF S.A.,NEUQUINA,Neuquén,vaca muerta,NO CONVENCIONAL,11,1518.62
145722,YPF,YPF S.A.,NEUQUINA,Neuquén,vaca muerta,NO CONVENCIONAL,11,500.17
145723,YPF,YPF S.A.,NEUQUINA,Neuquén,vaca muerta,NO CONVENCIONAL,11,57.49
145724,YPF,YPF S.A.,NEUQUINA,Neuquén,vaca muerta,NO CONVENCIONAL,4,11.07
145736,YPF,YPF S.A.,NEUQUINA,Neuquén,vaca muerta,NO CONVENCIONAL,12,4443.71
145737,YPF,YPF S.A.,NEUQUINA,Neuquén,vaca muerta,NO CONVENCIONAL,1,159.47
145738,YPF,YPF S.A.,NEUQUINA,Neuquén,vaca muerta,NO CONVENCIONAL,2,14.030000000000001
145739,YPF,YPF S.A.,NEUQUINA,Neuquén,vaca muerta,NO CONVENCIONAL,6,169.4
145741,YPF,YPF S.A.,NEUQUINA,Rio Negro,quintuco,CONVENCIONAL,12,276.15
145742,YPF,YPF S.A.,NEUQUINA,Rio Negro,loma montosa,CONVENCIONAL,9,246.28
145746,CHE,CHEVRON ARGENTINA S.R.L.,NEUQUINA,Neuquén,rayoso,CONVENCIONAL,6,73.61
145750,PAMP,PAMPETROL S.A.P.E.M,NEUQUINA,La Pampa,tordillo,CONVENCIONAL,11,377.569
145751,PAMP,PAMPETROL S.A.P.E.M,NEUQUINA,La Pampa,tordillo,CONVENCIONAL,11,449.617
145755,BEN,BENTIA ENERGY S.A.,NEUQUINA,Neuquén,centenario,CONVENCIONAL,7,0.0
145755,YPF,YPF S.A.,NEUQUINA,Neuquén,centenario,CONVENCIONAL,5,0.0
145790,PCR,PETROQUIMICA COMODORO RIVADAVIA S.A.,NEUQUINA,La Pampa,choiyoi,CONVENCIONAL,12,974.49856
145791,PCR,PETROQUIMICA COMODORO RIVADAVIA S.A.,NEUQUINA,La Pampa,quintuco,CONVENCIONAL,12,176.893878
145793,CG1,CGC ENERGIA SAU,GOLFO SAN JORGE,Santa Cruz,cañadon seco,CONVENCIONAL,11,829.5871
145794,CG1,CGC ENERGIA SAU,GOLFO SAN JORGE,Santa Cruz,cañadon seco,CONVENCIONAL,12,433.183
145795,CG1,CGC ENERGIA SAU,GOLFO SAN JORGE,Santa Cruz,cañadon seco,CONVENCIONAL,11,912.27829
145797,CG1,CGC ENERGIA SAU,GOLFO SAN JORGE,Santa Cruz,cañadon seco,CONVENCIONAL,11,206.796307
145800,CG1,CGC ENERGIA SAU,GOLFO SAN JORGE,Santa Cruz,cañadon seco,CONVENCIONAL,3,135.66465
145801,CG1,CGC ENERGIA SAU,GOLFO SAN JORGE,Santa Cruz,cañadon seco,CONVENCIONAL,12,518.23941
145803,CG1,CGC ENERGIA SAU,GOLFO SAN JORGE,Santa Cruz,bajo barreal,CONVENCIONAL,12,394.71847
145804,CG1,CGC ENERGIA SAU,GOLFO SAN JORGE,Santa Cruz,bajo barreal,CONVENCIONAL,11,765.45303
145811,QUIN,QUINTANA E&P ARGENTINA S.R.L.,GOLFO SAN JORGE,Santa Cruz,bajo barreal,CONVENCIONAL,12,687.88
145812,ACO,Petrolera Aconcagua Energia S.A.,NEUQUINA,Rio Negro,quintuco,CONVENCIONAL,12,1635.3848161
145817,PLU,PLUSPETROL S.A.,NEUQUINA,Mendoza,centenario,CONVENCIONAL,12,1169.644
145819,PLU,PLUSPETROL S.A.,NEUQUINA,La Pampa,centenario,CONVENCIONAL,12,643.375
145821,PLU,PLUSPETROL S.A.,NEUQUINA,Mendoza,centenario,CONVENCIONAL,12,7835.885
145822,PLU,PLUSPETROL S.A.,NEUQUINA,Mendoza,centenario,CONVENCIONAL,12,4702.114
145823,PSE,PECOM SERVICIOS ENERGIA SAU,GOLFO SAN JORGE,Chubut,grupo chubut,CONVENCIONAL,11,2002.66039
145823,YPF,YPF S.A.,GOLFO SAN JORGE,Chubut,grupo chubut,CONVENCIONAL,1,266.07
145825,PSE,PECOM SERVICIOS ENERGIA SAU,GOLFO SAN JORGE,Chubut,grupo chubut,CONVENCIONAL,11,1522.53575
145826,PSE,PECOM SERVICIOS ENERGIA SAU,GOLFO SAN JORGE,Chubut,grupo chubut,CONVENCIONAL,12,1969.1657
145827,YPF,YPF S.A.,GOLFO SAN JORGE,Chubut,grupo chubut,CONVENCIONAL,1,11.53
145828,YPF,YPF S.A.,GOLFO SAN JORGE,Chubut,grupo chubut,CONVENCIONAL,1,5.33
145830,CLP,Clear Petroleum S.A.,GOLFO SAN JORGE,Santa Cruz,bajo barreal,CONVENCIONAL,1,58.25696
145830,YPF,YPF S.A.,GOLFO SAN JORGE,Santa Cruz,bajo barreal,CONVENCIONAL,11,1501.1200000000001
145831,YPF,YPF S.A.,GOLFO SAN JORGE,Santa Cruz,cañadon seco,CONVENCIONAL,7,95.48
145832,QUIN,QUINTANA E&P ARGENTINA S.R.L.,GOLFO SAN JORGE,Santa Cruz,cañadon seco,CONVENCIONAL,1,26.5597180037519
145832,YPF,YPF S.A.,GOLFO SAN JORGE,Santa Cruz,cañadon seco,CONVENCIONAL,11,264.3
145835,BRE,BREST S.A. DE SERVICIOS PETROLEROS,GOLFO SAN JORGE,Santa Cruz,cañadon seco,CONVENCIONAL,1,1.28
145835,YPF,YPF S.A.,GOLFO SAN JORGE,Santa Cruz,cañadon seco,CONVENCIONAL,11,929.68
145836,ROC,ROCH S.A.,GOLFO SAN JORGE,Santa Cruz,bajo barreal,CONVENCIONAL,1,89.41505
145836,YPF,YPF S.A.,GOLFO SAN JORGE,Santa Cruz,bajo barreal,CONVENCIONAL,11,1111.21
145837,ROC,ROCH S.A.,GOLFO SAN JORGE,Santa Cruz,bajo barreal,CONVENCIONAL,1,38.96966
145837,YPF,YPF S.A.,GOLFO SAN JORGE,Santa Cruz,bajo barreal,CONVENCIONAL,11,427.11
145838,ROC,ROCH S.A.,GOLFO SAN JORGE,Santa Cruz,bajo barreal,CONVENCIONAL,1,15.78486
145838,YPF,YPF S.A.,GOLFO SAN JORGE,Santa Cruz,bajo barreal,CONVENCIONAL,11,186.77
145839,ROC,ROCH S.A.,GOLFO SAN JORGE,Santa Cruz,bajo barreal,CONVENCIONAL,1,27.9325
145839,YPF,YPF S.A.,GOLFO SAN JORGE,Santa Cruz,bajo barreal,CONVENCIONAL,11,363.15999999999997
145841,ROC,ROCH S.A.,GOLFO SAN JORGE,Santa Cruz,bajo barreal,CONVENCIONAL,1,25.15443
145841,YPF,YPF S.A.,GOLFO SAN JORGE,Santa Cruz,bajo barreal,CONVENCIONAL,11,214.2
145842,YPF,YPF S.A.,GOLFO SAN JORGE,Santa Cruz,bajo barreal,CONVENCIONAL,2,17.03
145846,PSD,PETROLEOS SUDAMERICANOS S.A.,CUYANA,Mendoza,conglomerado rojo inferior,CONVENCIONAL,9,902.87317
145846,YPF,YPF S.A.,CUYANA,Mendoza,conglomerado rojo inferior,CONVENCIONAL,3,278.68
145847,PSD,PETROLEOS SUDAMERICANOS S.A.,CUYANA,Mendoza,conglomerado rojo inferior,CONVENCIONAL,9,1662.40254
145847,YPF,YPF S.A.,CUYANA,Mendoza,conglomerado rojo inferior,CONVENCIONAL,3,188.98000000000002
145851,YPF,YPF S.A.,NEUQUINA,Mendoza,rayoso,CONVENCIONAL,12,1504.16
145855,YPF,YPF S.A.,NEUQUINA,Mendoza,rayoso,CONVENCIONAL,12,1225.18
145858,VNO,VENOIL S.A.,NEUQUINA,Mendoza,grupo neuquén,CONVENCIONAL,3,125.82600000000001
145858,YPF,YPF S.A.,NEUQUINA,Mendoza,grupo neuquén,CONVENCIONAL,8,723.24
145859,YPF,YPF S.A.,NEUQUINA,Neuquén,quintuco,CONVENCIONAL,5,0.0
145860,YPF,YPF S.A.,NEUQUINA,Neuquén,lotena,CONVENCIONAL,3,304.95
145861,YPF,YPF S.A.,NEUQUINA,Neuquén,quintuco,CONVENCIONAL,3,0.0
145863,YPF,YPF S.A.,NEUQUINA,Neuquén,quintuco,CONVENCIONAL,12,452.48
145865,PSD,PETROLEOS SUDAMERICANOS S.A.,NEUQUINA,Neuquén,rayoso,CONVENCIONAL,12,757.11353
145866,PSD,PETROLEOS SUDAMERICANOS S.A.,NEUQUINA,Neuquén,rayoso,CONVENCIONAL,12,1117.64478
145869,YPF,YPF S.A.,NEUQUINA,Neuquén,vaca muerta,NO CONVENCIONAL,7,130.3
145870,YPF,YPF S.A.,NEUQUINA,Neuquén,vaca muerta,NO CONVENCIONAL,8,35.02
145871,YPF,YPF S.A.,NEUQUINA,Neuquén,vaca muerta,NO CONVENCIONAL,1,0.01
145874,YPF,YPF S.A.,NEUQUINA,Neuquén,vaca muerta,NO CONVENCIONAL,12,1029.17
145875,YPF,YPF S.A.,NEUQUINA,Neuquén,vaca muerta,NO CONVENCIONAL,1,35.11
145877,YPF,YPF S.A.,NEUQUINA,Neuquén,quintuco,CONVENCIONAL,10,1513.42
145881,YPF,YPF S.A.,NEUQUINA,Neuquén,vaca muerta,NO CONVENCIONAL,4,183.87
145882,YPF,YPF S.A.,NEUQUINA,Neuquén,vaca muerta,NO CONVENCIONAL,2,17.46
145883,YPF,YPF S.A.,NEUQUINA,Neuquén,vaca muerta,NO CONVENCIONAL,9,3187.07
145884,YPF,YPF S.A.,NEUQUINA,Neuquén,vaca muerta,NO CONVENCIONAL,7,329.46999999999997
145886,YPF,YPF S.A.,NEUQUINA,Neuquén,vaca muerta,NO CONVENCIONAL,12,694.12
145887,YPF,YPF S.A.,NEUQUINA,Neuquén,vaca muerta,NO CONVENCIONAL,12,1056.36
145888,YPF,YPF S.A.,NEUQUINA,Neuquén,vaca muerta,NO CONVENCIONAL,12,360.02
145943,PAL,PAN AMERICAN ENERGY SL,GOLFO SAN JORGE,Chubut,comodoro rivadavia,CONVENCIONAL,12,423.09773
145944,PAL,PAN AMERICAN ENERGY SL,GOLFO SAN JORGE,Chubut,comodoro rivadavia,CONVENCIONAL,12,995.93712
145946,PAL,PAN AMERICAN ENERGY SL,GOLFO SAN JORGE,Chubut,comodoro rivadavia,CONVENCIONAL,12,499.94146
145947,PAL,PAN AMERICAN ENERGY SL,GOLFO SAN JORGE,Chubut,comodoro rivadavia,CONVENCIONAL,12,372.93572
145948,PAL,PAN AMERICAN ENERGY SL,GOLFO SAN JORGE,Chubut,comodoro rivadavia,CONVENCIONAL,12,146.57371
145950,PAL,PAN AMERICAN ENERGY SL,GOLFO SAN JORGE,Chubut,comodoro rivadavia,CONVENCIONAL,7,140.765489
145951,PAL,PAN AMERICAN ENERGY SL,GOLFO SAN JORGE,Chubut,comodoro rivadavia,CONVENCIONAL,10,225.35178
145952,PAL,PAN AMERICAN ENERGY SL,GOLFO SAN JORGE,Chubut,comodoro rivadavia,CONVENCIONAL,12,699.77032
145955,PAMP,PAMPETROL S.A.P.E.M,NEUQUINA,La Pampa,tordillo,CONVENCIONAL,11,329.765
145957,PAMP,PAMPETROL S.A.P.E.M,NEUQUINA,La Pampa,tordillo,CONVENCIONAL,12,0.0
145960,CG1,CGC ENERGIA SAU,GOLFO SAN JORGE,Santa Cruz,cañadon seco,CONVENCIONAL,12,894.92557
145961,CG1,CGC ENERGIA SAU,GOLFO SAN JORGE,Santa Cruz,cañadon seco,CONVENCIONAL,7,518.21993
145964,CG1,CGC ENERGIA SAU,GOLFO SAN JORGE,Santa Cruz,bajo barreal,CONVENCIONAL,9,356.291472
145965,PAMP,PAMPETROL S.A.P.E.M,NEUQUINA,La Pampa,tordillo,CONVENCIONAL,10,80.412
145966,PAMP,PAMPETROL S.A.P.E.M,NEUQUINA,La Pampa,precuyo,CONVENCIONAL,12,0.0
145977,PCR,PETROQUIMICA COMODORO RIVADAVIA S.A.,NEUQUINA,Mendoza,agrio,CONVENCIONAL,12,1157.21849
145981,PCR,PETROQUIMICA COMODORO RIVADAVIA S.A.,NEUQUINA,La Pampa,quintuco,CONVENCIONAL,12,155.11527999999998
145982,PCR,PETROQUIMICA COMODORO RIVADAVIA S.A.,NEUQUINA,La Pampa,choiyoi,CONVENCIONAL,12,648.39082
145983,PCR,PETROQUIMICA COMODORO RIVADAVIA S.A.,NEUQUINA,La Pampa,sierras blancas,CONVENCIONAL,12,8.012204
145985,VST,VISTA ENERGY ARGENTINA SAU,NEUQUINA,Neuquén,sierras blancas,CONVENCIONAL,12,0.0
146025,YPF,YPF S.A.,NEUQUINA,Mendoza,rayoso,CONVENCIONAL,12,5200.75
146026,YPF,YPF S.A.,NEUQUINA,Mendoza,rayoso,CONVENCIONAL,12,1559.81
146032,YPF,YPF S.A.,NEUQUINA,Neuquén,lotena,CONVENCIONAL,6,948.18
146036,PSD,PETROLEOS SUDAMERICANOS S.A.,NEUQUINA,Neuquén,rayoso,CONVENCIONAL,12,60.1936
146039,YPF,YPF S.A.,NEUQUINA,Neuquén,vaca muerta,NO CONVENCIONAL,10,488.97
146046,YPF,YPF S.A.,NEUQUINA,Neuquén,vaca muerta,NO CONVENCIONAL,1,0.0
146047,YPF,YPF S.A.,NEUQUINA,Neuquén,vaca muerta,NO CONVENCIONAL,3,415.28000000000003
146048,YPF,YPF S.A.,NEUQUINA,Neuquén,vaca muerta,NO CONVENCIONAL,4,109.6
146049,YPF,YPF S.A.,NEUQUINA,Neuquén,vaca muerta,NO CONVENCIONAL,6,240.98
146050,YPF,YPF S.A.,NEUQUINA,Neuquén,vaca muerta,NO CONVENCIONAL,8,380.36
146051,YPF,YPF S.A.,NEUQUINA,Neuquén,vaca muerta,NO CONVENCIONAL,5,42.0
146052,YPF,YPF S.A.,NEUQUINA,Rio Negro,loma montosa,CONVENCIONAL,12,1490.02
146053,YPF,YPF S.A.,NEUQUINA,Rio Negro,loma montosa,CONVENCIONAL,12,194.65
146054,YPF,YPF S.A.,NEUQUINA,Rio Negro,loma montosa,CONVENCIONAL,12,1002.34
146055,YPF,YPF S.A.,NEUQUINA,Rio Negro,quintuco,CONVENCIONAL,12,2576.94
146061,YPF,YPF S.A.,GOLFO SAN JORGE,Chubut,grupo chubut,CONVENCIONAL,9,194.01999999999998
146062,PSE,PECOM SERVICIOS ENERGIA SAU,GOLFO SAN JORGE,Chubut,grupo chubut,CONVENCIONAL,11,661.64878
146064,PSE,PECOM SERVICIOS ENERGIA SAU,GOLFO SAN JORGE,Chubut,grupo chubut,CONVENCIONAL,10,495.51084
146065,YPF,YPF S.A.,GOLFO SAN JORGE,Chubut,grupo chubut,CONVENCIONAL,10,280.43
146066,QUIN,QUINTANA E&P ARGENTINA S.R.L.,GOLFO SAN JORGE,Santa Cruz,cañadon seco,CONVENCIONAL,1,91.9553546853378
146066,YPF,YPF S.A.,GOLFO SAN JORGE,Santa Cruz,cañadon seco,CONVENCIONAL,11,1087.69
146069,CLP,Clear Petroleum S.A.,GOLFO SAN JORGE,Santa Cruz,bajo barreal,CONVENCIONAL,1,14.5001
146069,YPF,YPF S.A.,GOLFO SAN JORGE,Santa Cruz,bajo barreal,CONVENCIONAL,11,129.96
146071,YPF,YPF S.A.,GOLFO SAN JORGE,Santa Cruz,cañadon seco,CONVENCIONAL,11,501.69
